EmployeeID,Tenure,RoleHistory,Promotions,LastPromotionYearsAgo,PastPerformance,SkillRelevance,TrainingParticipation,EventActivity,FeedbackScore,SentimentScore,TeamAttritionRate,ManagerAttrition,ProjectType,LocationChanges,Feedback360,RoleChanges,WorkLifeBalance,LeavePattern,RecognitionCount,AwardsReceived,AttritionLabel,ExitReason,ManagerDialogue,EmployeeResponse,Business_Unit,Region
EID816751,4,Engineer,1,1,1.1,0.8,3,3,4,0.2,0.2,0.0,R&D,0,4,1,3,1.1,2,0,0,None,I noticed your excellent work on Project Phoenix. Would you be interested in leading a small team on the next project phase?,I would love that! I am ready to take on more responsibility.,BU3,REG3
EID779514,6,Manager,1,2,1.4,0.9,5,5,5,0.5,0.4,1.0,Client-facing,0,5,1,2,1.3,4,1,1,Better Offer,We value your leadership skills. We can offer you a salary adjustment to better reflect your contributions.,"I appreciate the offer, but another company has made me a substantially better offer. It is an opportunity I can't refuse.",BU9,REG4
EID174870,2,Analyst,0,2,0.8,0.7,1,1,3,0.0,0.2,0.0,Standard,0,3,0,3,1.4,1,0,0,None,You have shown great potential in your first two years. Are there any skills you'd like to develop through training programs?,I'd like to improve my data analysis skills through advanced analytics training.,BU6,REG2
EID738720,8,Engineer,2,3,1.5,0.92,4,6,5,0.65,0.15,0.0,Client-facing,0,5,2,4,0.9,5,1,0,None,Your performance has been outstanding; we are considering you for a senior engineer role soon.,That is great to hear; I am looking forward to contributing at a higher level.,BU7,REG1
EID765822,3,Analyst,0,3,0.75,0.65,2,2,3,-0.05,0.35,0.0,R&D,0,3,0,2,1.7,1,0,1,Work-Life Balance,We understand the importance of work-life balance. We can discuss options for reducing your workload and providing additional support.,"I appreciate that, but the fundamental structure of this role requires long hours. It's not sustainable for me, so I have to prioritize my health.",BU5,REG3
EID279451,9,Manager,2,4,1.6,0.95,5,7,5,0.7,0.2,0.0,Standard,0,5,2,3,0.8,6,2,0,None,Your leadership has significantly improved team performance; keep setting the example.,Thank you; I am committed to developing my team to their full potential.,BU10,REG3
EID660086,5,Consultant,1,2,1.25,0.88,3,4,4,0.35,0.25,0.0,Client-facing,1,4,1,3,1.1,3,0,0,None,Your client feedback has been overwhelmingly positive. Have you considered specializing in a specific industry within consulting?,I am definitely considering specializing in the healthcare industry; it aligns with my expertise.,BU4,REG4
EID864544,1,Engineer,0,1,0.65,0.55,1,0,2,-0.25,0.1,0.0,R&D,0,2,0,2,1.85,0,0,1,Manager Issue,We are working on improving communication between teams and providing more support. We value your input.,"I understand the effort, but the initial experiences have caused me to look elsewhere, and I have accepted a new position.",BU5,REG4
EID356702,7,Analyst,1,3,1.4,0.9,4,5,5,0.55,0.18,0.0,Standard,0,5,1,3,1.0,4,1,0,None,Your insights have significantly improved our data-driven decisions. Let's discuss how you can mentor junior analysts.,I would enjoy helping others grow within the company.,BU5,REG1
EID271339,4,Engineer,1,1,1.15,0.83,3,3,4,0.28,0.22,0.0,R&D,0,4,1,3,1.05,2,0,0,None,Your innovative solutions have significantly improved our efficiency. Would you be interested in leading a small research team?,That sounds like a great opportunity! I am ready for more responsibility.,BU9,REG3
EID584714,2,Consultant,0,2,0.8,0.75,1,1,3,0.05,0.3,0.0,Client-facing,0,3,0,2,1.55,1,0,0,None,You have a strong client focus. Are there specific areas of consulting you'd like to develop your skills in?,I am very interested in learning about management consulting.,BU4,REG2
EID497887,11,Director,3,4,1.7,0.98,6,8,5,0.75,0.1,0.0,Standard,0,5,3,4,0.75,7,2,0,None,Your strategic vision has been instrumental in our success. How can we continue to support your initiatives?,"I need more resources to develop our innovation pipeline, which is crucial for our future competitiveness.",BU5,REG3
EID383060,6,Engineer,1,2,1.3,0.85,4,4,4,0.4,0.25,0.0,Client-facing,1,4,1,3,1.15,3,0,0,None,You consistently deliver high-quality work. Have you considered mentoring junior engineers or leading training sessions?,I am very comfortable with that and can assist with onboarding.,BU6,REG3
EID771088,3,Analyst,0,3,0.7,0.8,1,2,3,0.2,0.15,0.0,Standard,0,3,0,4,0.8,1,0,0,None,Keep up the great work! Focus on project deliverables and let's discuss growth opportunities next quarter.,I appreciate the feedback. I'm eager to learn more and contribute to the team's success.,BU5,REG2
EID821590,7,Engineer,1,3,1.2,0.9,3,4,4,0.5,0.2,0.0,R&D,1,4,1,3,0.7,3,1,0,None,Your technical skills are invaluable. We are investing in a new certification program for you to lead in the R&D domain.,That sounds amazing. I'm always looking to upskill. Thanks for the opportunity!,BU3,REG2
EID684004,1,Analyst,0,1,0.6,0.7,0,1,2,-0.3,0.3,1.0,Client-facing,0,2,0,2,1.5,0,0,1,Work-Life Balance,We understand the workload has been intense. We can offer flexible hours and assistance from a junior analyst.,"While I appreciate the offer, my priorities have shifted, and I need a less demanding environment.",BU1,REG4
EID330283,10,Manager,2,5,1.5,0.95,5,6,5,0.8,0.1,0.0,Standard,0,5,2,4,0.6,4,2,0,None,Your leadership is commendable. Let's outline goals for your team and a long term plan for your own growth here.,I value the support and will work on making the team stronger while developing my leadership skills even further.,BU7,REG1
EID817870,5,Engineer,1,2,1.1,0.85,2,3,4,0.3,0.18,0.0,R&D,0,4,0,3,0.9,2,0,0,None,Your contributions to Project Phoenix are appreciated. Let's work on your communication skills through workshops.,Sounds good. I am ready to step out of my comfort zone and improve my communications with the team and clients.,BU6,REG2
EID440035,2,Analyst,0,2,0.8,0.75,1,1,3,0.1,0.25,0.0,Client-facing,0,3,0,3,1.0,1,0,0,None,You show promise. Let's assign you a mentor to help you navigate client interactions and improve your deliverables.,I'm glad you see my potential. I'm eager to learn from experienced colleagues and improve my work.,BU6,REG4
EID983794,8,Manager,1,4,1.3,0.9,4,5,4,0.6,0.4,1.0,Standard,1,4,1,2,1.3,3,1,1,Manager Issue,"We apologize for your manager's recent departure. The new acting manager, a senior director, will provide mentoring and resolve any team conflicts.","I appreciate the effort, but this instability has been brewing, and my trust in the organization is diminished.",BU6,REG4
EID905635,4,Consultant,0,4,0.9,0.8,2,2,3,0.0,0.1,0.0,Client-facing,0,3,0,3,1.1,1,0,1,Better Offer,We value your expertise and can offer a salary increase and additional project responsibilities to match your market value.,"Thanks for the recognition, but the offer I received includes equity options and a clearer path to leadership, which is hard to overlook.",BU1,REG1
EID913694,12,Director,3,6,1.6,0.98,6,7,5,0.9,0.05,0.0,R&D,0,5,1,4,0.5,5,3,0,None,Your vision drives our success. Lets initiate a strategic planning discussion with senior leaders.,I am looking forward to shaping the company's future. Our innovative product portfolio needs strong direction.,BU4,REG1
EID158655,6,Engineer,1,3,1.0,0.8,3,3,3,-0.1,0.35,0.0,Client-facing,1,3,0,2,1.4,2,0,1,Career Growth,We value your contributions and are willing to offer a senior engineer role on a high-profile project to enhance your experience.,"Thank you for the offer, but I need to broaden my skillset beyond the technical track. I'm seeking opportunities in management.",BU4,REG4
EID340174,2,Analyst,0,2,0.7,0.65,1,0,2,-0.2,0.4,0.0,Standard,0,2,0,2,1.6,0,0,1,Work-Life Balance,We'll assign you a more reasonable workload and provide a few extra vacation days each quarter so you can address any issues you're having.,"I do appreciate that, but work-life balance isn't just about vacation time, it's also about the expectations and support from management.",BU10,REG4
EID961722,9,Manager,2,3,1.4,0.92,4,5,4,0.7,0.12,0.0,R&D,0,4,1,3,0.8,3,1,0,None,"Your mentorship to the team has been excellent, Lets begin planning out your transition to becoming a Senior Manager.",I would appreciate being able to focus on the people and projects more and less about the paperwork.,BU10,REG4
EID133659,3,Consultant,0,3,0.85,0.78,1,2,3,0.1,0.2,0.0,Client-facing,0,3,0,3,1.2,1,0,0,None,We are enrolling you in our Advanced Consulting program to hone your expertise in client relationships.,That is the sort of program that could open a lot of doors for me here. I'm in!,BU2,REG2
EID944151,7,Engineer,1,2,1.2,0.88,3,4,4,0.4,0.15,0.0,Standard,1,4,1,3,0.9,2,0,0,None,"We are assigning you to research some newer cloud technologies, since that has been a great focus of your past projects.","I like the challenge, I'm looking forward to diving into them!",BU3,REG1
EID430776,1,Analyst,0,1,0.65,0.7,0,1,2,-0.4,0.3,1.0,Client-facing,0,2,0,2,1.7,0,0,1,Manager Issue,We are restructuring the team and changing managers. This new leadership will prioritize better feedback and mentorship.,I'm not sure a new manager is enough to get me to stay. I've felt unsupported for months.,BU2,REG4
EID520651,11,Director,2,5,1.55,0.96,5,6,5,0.85,0.08,0.0,R&D,0,5,1,4,0.6,4,2,0,None,Your leadership has been critical to our success. We can arrange a company wide executive training course in your name.,I am looking forward to continuing to lead our innovation efforts.,BU4,REG2
EID380746,5,Engineer,1,2,1.05,0.82,2,3,3,0.0,0.2,0.0,Client-facing,0,3,0,2,1.3,2,0,0,None,We are offering you the lead role for an upcoming internal project. This will allow you more direct responsibilities.,"Sounds good, I think that would make me much more fulfilled than customer facing role.",BU10,REG2
EID169403,2,Analyst,0,2,0.75,0.72,1,1,3,0.0,0.25,0.0,Standard,0,3,0,3,1.1,1,0,0,None,We are working to assign you more impactful projects to give you more visibility across the organization.,"That is good, I have felt like I was not impacting the company and stuck on less impactful tasks.",BU4,REG4
EID321231,8,Manager,1,4,1.35,0.91,4,5,4,0.55,0.45,1.0,Standard,1,4,1,2,1.2,3,1,1,Better Offer,"We recognize your value and can offer you a raise. In addition, we are developing a Senior Manager role for you in the future.","Thank you, but the position I was offered includes a greater amount of upward mobility that is more appealing to me.",BU2,REG4
EID694731,4,Consultant,0,4,0.9,0.79,2,2,3,-0.1,0.12,0.0,Client-facing,0,3,0,3,1.3,1,0,1,Work-Life Balance,"We are offering a transition into a more flexible work schedule. Additionally, we can assign you to clients closer to your home.","I would appreciate that, but I also need to work on making sure I make time for my family.",BU7,REG1
EID852787,3,Analyst,0,3,0.7,0.8,1,3,3,0.2,0.2,0.0,Standard,0,3,0,4,0.7,1,0,0,None,Keep up the good work! Focus on developing your data analysis skills.,"Thank you, I'm always looking for ways to improve.",BU7,REG2
EID429963,7,Engineer,1,4,1.2,0.9,3,5,4,0.5,0.15,0.0,R&D,0,4,1,3,0.8,3,1,0,None,You've been doing great work on the project. We see your potential for advancement within the team.,I appreciate that. I'm interested in taking on more challenging projects.,BU4,REG3
EID322955,1,Analyst,0,1,0.6,0.6,0,1,2,-0.3,0.3,1.0,Client-facing,0,2,0,2,1.5,0,0,1,Work-Life Balance,We've noticed you've been looking stressed. How about we adjust your workload and offer you flexible work hours?,"I appreciate the offer, but it's not just the workload. I need a complete change of environment.",BU4,REG2
EID787277,12,Manager,2,5,1.4,0.95,5,7,5,0.7,0.1,0.0,R&D,1,5,2,3,0.6,5,2,0,None,You are a valued leader within our team. Your guidance and insights are invaluable to our success. Let's set up some time to discuss your career growth plans.,I'm very pleased to hear that! I am highly committed to the company and would welcome the opportunity to contribute to strategic planning.,BU10,REG1
EID623481,5,Engineer,0,5,0.8,0.7,2,2,3,-0.1,0.25,0.0,Standard,0,3,0,3,1.2,1,0,1,Career Growth,"We value your contributions to the team. What are your long-term career goals, and how can we support you in achieving them within our organization?","I appreciate that, but I've been stagnant in this role for too long. I need more challenges and opportunities for advancement.",BU10,REG4
EID514850,2,Consultant,0,2,0.9,0.85,1,4,4,0.3,0.1,0.0,Client-facing,0,4,0,2,0.9,2,0,0,None,Your ability to bring client perspectives is valuable. Let's discuss your career advancement possibilities.,I am constantly looking for new challenges and I am grateful for the opportunity to discuss future career growth.,BU8,REG4
EID774079,9,Manager,2,3,1.5,0.9,4,6,5,0.8,0.4,1.0,Standard,0,5,1,2,1.0,4,1,1,Manager Issue,We are sorry to see you go. We've received your feedback regarding the team dynamics and will take action to address these concerns. Can we offer you a different leadership position with a new team?,"Thank you for the offer. However, the lack of communication and mutual respect within the senior management team has become too detrimental to my well-being.",BU4,REG2
EID581141,4,Analyst,0,4,0.7,0.75,1,2,3,0.1,0.2,0.0,Client-facing,0,3,0,3,1.0,0,0,0,None,Your insights are valuable. We can look at developing your coding skills.,I am keen to work on more interesting projects and enhance my programming skills.,BU4,REG2
EID249811,15,Director,3,7,1.6,1.0,6,8,5,0.9,0.05,0.0,R&D,1,5,2,3,0.5,6,3,0,None,Your experience and leadership are invaluable to our company. We appreciate your continued commitment and encourage you to keep innovating.,"I am proud to be part of this team, I will continue to motivate the team and drive innovation.",BU8,REG4
EID377746,6,Engineer,1,2,1.3,0.85,3,4,4,0.4,0.3,0.0,Client-facing,0,4,1,2,0.7,3,1,0,None,Your project management skills are impressive. Let's talk about mentoring some junior engineers.,Yes! I think that's a great idea and I'm always happy to help the team.,BU8,REG2
EID246413,2,Analyst,0,2,0.8,0.7,1,3,3,0.0,0.25,1.0,Standard,0,3,0,3,1.3,1,0,1,Better Offer,We can offer you a salary adjustment and a performance bonus to reflect your contributions.,"I appreciate the offer, but I've already accepted a role at another company with significantly higher compensation and a better career path.",BU1,REG1
EID358607,8,Manager,1,6,1.2,0.9,4,5,4,0.6,0.1,0.0,R&D,0,4,1,3,0.8,3,1,0,None,You're doing a great job leading the team. Is there anything we can do to support you further in your role?,I am very pleased to hear that! I would like to explore training programs and other opportunities to enhance team cohesion.,BU9,REG2
EID881177,3,Engineer,0,3,0.9,0.8,2,3,3,-0.2,0.4,1.0,Client-facing,0,3,0,2,1.6,1,0,1,Work-Life Balance,We can provide flexible work options and reduce your workload to improve your work-life balance.,"Thank you, but the persistent pressure of unrealistic deadlines is unsustainable in the long term.",BU8,REG4
EID688637,10,Consultant,2,4,1.5,0.95,5,7,5,0.75,0.08,0.0,Standard,0,5,1,3,0.6,4,2,0,None,Your contributions to our team are invaluable. I highly recommend a strategic planning initiative.,"I am honoured to hear that, and I would gladly welcome that initiative.",BU1,REG2
